subject,time,system,task,accurate,damage,enrolled,semesters,list
BY3,101.012,S,2_urudu,1,2,1,8.0,E2
BY3,232.779,S,2_duh,1,2,1,8.0,E2
BY3,56.039,S,1_gal,1,1,1,8.0,E2
BY3,249.849,S,3_inanna,1,3,1,8.0,E2
BY3,108.103,S,0_hub,0,0,1,8.0,E2
BY3,121.394,S,2_gig,1,2,1,8.0,E2
BY3,38.777,S,0_sipa,1,0,1,8.0,E2
BY3,41.585,S,0_ca3,1,0,1,8.0,E2
BY3,36.817,S,0_pu2,1,0,1,8.0,E2
BY3,257.195,S,1_ama,1,1,1,8.0,E2
BY3,68.275,S,0_sanga,1,0,1,8.0,E2
BY3,137.893,S,0_kid,1,0,1,8.0,E2
BY3,202.032,S,3_sir3,1,3,1,8.0,E2
BY3,107.524,S,0_dam,1,0,1,8.0,E2
CY2,130.083,Z,2_gada,0,2,0,0.0,E1
CY2,164.881,Z,0_sig2+munus,0,0,0,0.0,E1
CY2,156.525,Z,0_kac4,1,0,0,0.0,E1
CY2,172.212,Z,3_sa5,1,3,0,0.0,E1
CY2,106.027,Z,2_dugud,1,2,0,0.0,E1
CY2,67.345,Z,0_ziz2,1,0,0,0.0,E1
CY2,91.631,Z,4_6,1,4,0,0.0,E1
CY2,184.336,Z,0_kiri6,0,0,0,0.0,E1
CY2,58.711,Z,1_gag,1,1,0,0.0,E1
CY2,56.629,Z,1_tur,1,1,0,0.0,E1
CY2,36.09,Z,0_nita2,1,0,0,0.0,E1
CY2,136.393,Z,2_nag,0,2,0,0.0,E1
CY2,155.077,Z,0_cudun3,0,0,0,0.0,E1
CY2,65.641,Z,0_gur,1,0,0,0.0,E1
CY2,103.722,Z,2_gir3,1,2,0,0.0,E1
CY2,127.747,Z,3_mac2,1,3,0,0.0,E1
CY2,49.245,S,2_e2,1,2,0,0.0,E3
CY2,61.23,S,1_iku,1,1,0,0.0,E3
CY2,392.477,S,0_bal,1,0,0,0.0,E3
CY2,87.339,S,3_sag,1,3,0,0.0,E3
CY2,33.94,S,2_mec,1,2,0,0.0,E3
CY2,98.426,S,0_zu9,0,0,0,0.0,E3
CY2,91.287,S,3_zag,1,3,0,0.0,E3
CY2,107.566,S,0_sa,1,0,0,0.0,E3
CY2,32.055,S,1_2,0,1,0,0.0,E3
CY2,65.851,S,0_ezen4,0,0,0,0.0,E3
CY2,93.9,S,2_dug,1,2,0,0.0,E3
CY2,70.945,S,0_elam,1,0,0,0.0,E3
CY2,41.625,S,2_lal3,1,2,0,0.0,E3
CY2,56.095,S,0_gu4,1,0,0,0.0,E3
CY2,55.598,S,4_dub,1,4,0,0.0,E3
CY2,76.657,S,0_hur,1,0,0,0.0,E3
AX3,140.535,S,0_sig2+munus,0,0,0,2.5,E1
AX3,91.999,S,1_tur,0,1,0,2.5,E1
AX3,227.875,S,2_gir3,0,2,0,2.5,E1
AX3,35.475,S,2_dugud,1,2,0,2.5,E1
AX3,11.14,S,2_nag,0,2,0,2.5,E1
AX3,36.566,S,3_sa5,1,3,0,2.5,E1
AX3,56.472,S,2_gada,0,2,0,2.5,E1
AX3,127.15,S,0_gur,1,0,0,2.5,E1
AX3,71.202,S,0_kiri6,1,0,0,2.5,E1
AX3,9.877,S,3_mac2,1,3,0,2.5,E1
AX3,80.333,S,4_6,0,4,0,2.5,E1
AX3,185.676,S,0_kac4,0,0,0,2.5,E1
AX3,56.177,S,1_gag,1,1,0,2.5,E1
AX3,7.664,S,0_ziz2,1,0,0,2.5,E1
